LIPID,Mock_0hr_M_1_001,Mock_0hr_M_2_087,Mock_0hr_M_3_045,Mock_0hr_M_4_101,Mock_0hr_M_5_109,Mock_3hr_M_1_035,Mock_3hr_M_2_003,Mock_3hr_M_3_074,Mock_3hr_M_4_013,Mock_3hr_M_5_100,Mock_7hr_M_1_018,Mock_7hr_M_2_038,Mock_7hr_M_3_086,Mock_7hr_M_4_119,Mock_7hr_M_5_076,Mock_12hr_M_1_110,Mock_12hr_M_2_002,Mock_12hr_M_3_075,Mock_12hr_M_4_054,Mock_12hr_M_5_090,Mock_18hr_M_1_082,Mock_18hr_M_2_037,Mock_18hr_M_3_043,Mock_18hr_M_4_115,Mock_18hr_M_5_007,Mock_24hr_M_1_069,Mock_24hr_M_2_081,Mock_24hr_M_3_060,Mock_24hr_M_4_004,Mock_24hr_M_5_111,FM_0hr_M_1_099,FM_0hr_M_2_073,FM_0hr_M_3_011,FM_0hr_M_4_027,FM_0hr_M_5_051,FM_3hr_M_1_107,FM_3hr_M_2_044,FM_3hr_M_3_080,FM_3hr_M_4_012,FM_3hr_M_5_049,FM_7hr_M_1_046,FM_7hr_M_2_070,FM_7hr_M_3_010,FM_7hr_M_4_088,FM_7hr_M_5_097,FM_12hr_M_1_031,FM_12hr_M_2_094,FM_12hr_M_3_068,FM_12hr_M_4_117,FM_12hr_M_5_028,FM_18hr_M_1_103,FM_18hr_M_2_093,FM_18hr_M_3_056,FM_18hr_M_4_019,FM_18hr_M_5_084,FM_24hr_M_1_114,FM_24hr_M_2_030,FM_24hr_M_3_091,FM_24hr_M_4_067,FM_24hr_M_5_041,AH1_0hr_M_1_089,AH1_0hr_M_2_039,AH1_0hr_M_3_098,AH1_0hr_M_4_006,AH1_0hr_M_5_014,AH1_3hr_M_1_022,AH1_3hr_M_2_059,AH1_3hr_M_3_083,AH1_3hr_M_5_116,AH1_7hr_M_1_020,AH1_7hr_M_2_061,AH1_7hr_M_3_120,AH1_7hr_M_4_047,AH1_7hr_M_5_050,AH1_12hr_M_1_029,AH1_12hr_M_2_036,AH1_12hr_M_3_085,AH1_12hr_M_4_108,AH1_12hr_M_5_066,AH1_18hr_M_1_025,AH1_18hr_M_2_077,AH1_18hr_M_3_113,AH1_18hr_M_4_040,AH1_18hr_M_5_064,AH1_24hr_M_1_017,AH1_24hr_M_2_092,AH1_24hr_M_3_063,AH1_24hr_M_4_112,AH1_24hr_M_5_057,691_0hr_M_1_062,691_0hr_M_2_015,691_0hr_M_3_095,691_0hr_M_4_032,691_0hr_M_5_058,691_3hr_M_1_023,691_3hr_M_2_021,691_3hr_M_3_118,691_3hr_M_4_034,691_3hr_M_5_065,691_7hr_M_1_016,691_7hr_M_2_055,691_7hr_M_3_078,691_7hr_M_4_026,691_7hr_M_5_102,691_12hr_M_1_052,691_12hr_M_2_008,691_12hr_M_3_005,691_12hr_M_4_072,691_12hr_M_5_105,691_18hr_M_1_042,691_18hr_M_2_096,691_18hr_M_3_053,691_18hr_M_4_009,691_18hr_M_5_079,691_24hr_M_1_104,691_24hr_M_2_071,691_24hr_M_3_033,691_24hr_M_4_024,691_24hr_M_5_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(16:1/0:0),14.092,12.788,14.350,15.484,14.477,16.181,13.126,14.809,14.525,13.829,14.060,13.102,13.977,12.492,13.282,13.846,12.568,13.072,13.388,13.897,14.281,12.994,13.722,13.623,13.076,15.237,14.867,15.704,14.972,15.524,12.131,14.334,15.014,12.136,15.427,14.724,14.202,14.343,13.874,14.465,14.939,14.288,15.006,14.406,13.620,13.870,13.275,12.809,11.531,12.716,14.682,14.200,15.815,15.098,13.922,13.868,13.930,13.962,12.490,12.372,12.459,13.421,15.912,14.121,14.322,14.554,13.690,15.164,13.565,13.231,13.033,12.732,14.016,11.201,12.868,11.766,13.149,12.661,12.991,12.886,12.263,14.512,14.167,12.867,13.943,14.270,12.982,14.513,15.101,13.912,14.098,13.981,15.118,13.906,15.220,14.780,14.935,15.374,15.156,13.331,11.275,13.156,13.152,12.516,12.796,12.604,12.033,13.846,12.768,13.760,12.780,13.466,13.862,14.488,13.779,12.495,12.692,12.439,12.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(16:1/16:1)_CoE,20.504,19.841,19.684,19.766,19.712,20.402,20.241,20.473,20.174,20.147,20.354,20.409,20.153,20.181,20.529,20.755,20.487,20.309,20.378,20.778,20.377,20.109,20.240,20.290,20.285,20.020,19.959,20.329,20.219,19.937,19.568,20.113,20.005,19.583,20.274,20.946,20.405,20.233,20.333,20.340,20.297,20.264,20.448,20.334,20.747,20.687,20.059,20.208,20.100,20.300,20.427,20.362,20.445,20.792,20.122,19.956,20.138,20.239,19.759,19.954,19.662,19.473,19.597,19.908,19.639,20.301,20.261,20.557,20.379,20.607,20.728,20.790,20.575,20.300,20.009,19.976,20.598,20.190,20.327,19.860,19.763,20.272,20.446,19.832,20.244,20.241,19.666,20.313,20.733,19.917,20.064,19.865,20.218,19.867,20.411,20.224,20.132,20.304,20.208,20.331,20.192,20.656,20.683,20.502,20.311,20.327,19.972,20.427,20.324,20.162,20.076,20.136,19.862,20.522,19.907,19.844,19.847,19.699,19.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(16:1/17:1)_CoE,17.883,17.253,17.012,17.013,17.201,18.041,17.398,17.998,17.615,17.694,17.460,17.570,17.349,17.256,17.546,17.797,17.431,17.356,17.488,17.704,17.583,17.379,17.317,17.424,17.065,16.885,16.972,17.316,17.241,17.055,16.709,17.472,17.327,16.860,17.709,18.260,17.931,17.695,17.407,17.652,16.943,17.567,17.442,17.952,17.800,18.080,17.037,17.543,16.890,17.188,17.265,17.325,17.479,17.800,17.041,16.922,16.960,17.124,16.433,16.894,16.950,16.686,17.057,17.253,16.821,17.224,17.644,17.606,17.508,17.641,18.220,18.115,17.871,17.349,16.651,16.819,17.585,17.281,17.368,16.683,16.791,17.016,17.488,16.756,17.144,17.172,16.415,17.058,17.775,16.877,17.593,17.260,17.733,17.231,17.778,17.580,17.622,17.378,18.054,17.853,17.365,18.221,17.542,17.679,17.505,17.236,17.045,17.524,17.200,17.119,16.898,16.993,16.662,17.741,16.858,16.862,16.721,16.866,16.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(16:1/18:1)_CoE,24.656,24.236,23.825,24.125,24.151,24.771,24.368,24.853,24.650,24.402,24.831,24.871,24.334,24.031,24.680,24.761,24.565,24.262,24.885,24.704,24.752,24.007,24.698,24.628,24.660,24.154,23.870,24.483,24.233,24.140,23.958,24.599,24.387,23.721,24.419,25.110,24.878,24.277,24.363,24.557,24.270,24.846,24.829,24.733,24.791,24.995,24.735,24.812,24.180,24.541,24.702,24.722,24.652,24.963,24.232,24.225,24.435,24.189,23.863,23.882,23.713,23.968,23.996,24.376,24.213,24.692,24.472,24.758,24.689,24.949,24.984,25.086,24.759,24.391,24.677,24.105,24.839,24.370,24.478,24.026,23.895,24.747,24.610,24.120,24.302,24.506,23.965,24.621,24.611,24.452,24.637,24.191,24.721,24.104,24.847,24.511,24.385,24.564,24.844,24.839,24.198,24.884,24.683,24.726,24.749,24.444,24.100,24.841,24.345,24.572,24.204,24.336,24.507,24.781,24.364,24.189,24.154,24.320,24.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(16:1/18:2),20.056,18.817,18.426,19.031,19.609,20.314,20.050,20.408,20.082,20.208,20.192,20.306,20.167,19.458,20.224,20.531,20.053,20.331,20.033,20.406,20.338,19.173,20.170,19.906,20.009,19.863,19.887,20.315,19.494,20.067,19.388,19.651,19.449,18.290,18.708,20.978,20.368,20.341,19.592,19.808,20.185,20.300,20.224,20.396,20.097,20.647,20.073,20.162,19.991,19.838,20.481,20.331,20.041,20.772,19.990,19.048,19.804,20.010,19.561,18.591,18.478,18.901,18.828,19.403,18.979,19.780,20.390,20.455,20.111,20.445,20.849,20.851,20.229,20.307,19.998,20.037,20.591,19.907,20.158,19.825,18.915,20.197,20.235,19.138,19.872,19.644,19.559,19.644,20.413,19.477,19.594,19.603,19.737,18.741,20.277,19.660,20.155,20.056,20.304,20.408,19.815,20.959,20.001,20.463,20.309,19.831,20.072,20.282,20.409,19.377,19.381,20.084,19.630,20.219,19.134,19.564,19.350,19.450,19.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(16:1/18:3),15.205,14.794,14.257,14.438,14.606,15.458,15.213,15.498,15.000,15.139,15.541,15.500,15.056,15.307,15.670,15.710,15.497,15.439,15.457,15.615,15.576,15.366,15.389,15.478,15.214,15.067,14.783,15.357,14.987,15.046,14.340,14.998,15.003,14.332,14.914,15.852,15.374,15.284,15.264,15.497,15.299,15.543,15.493,15.588,15.589,15.833,15.214,15.248,14.929,15.382,15.437,15.387,15.383,15.790,15.016,14.750,14.899,14.863,14.570,14.673,14.462,14.332,14.293,14.712,14.486,15.087,15.237,15.510,15.276,15.718,15.757,15.940,15.778,15.269,15.016,14.968,15.709,15.106,15.302,14.843,14.756,15.352,15.439,14.866,14.784,14.873,14.401,14.983,15.340,14.775,14.861,14.622,15.035,14.745,15.226,15.103,15.130,15.365,15.336,15.621,15.236,15.839,15.556,15.574,15.432,15.462,14.902,15.589,15.330,15.022,15.006,15.078,14.959,15.408,14.581,14.442,14.559,14.301,14.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(17:0/18:1),18.981,18.923,18.791,19.370,18.671,18.848,18.429,19.226,18.540,18.413,19.083,18.802,18.211,18.236,18.664,18.810,18.370,18.069,18.334,18.158,18.885,17.755,18.630,18.232,18.934,18.350,17.411,18.301,18.057,17.880,18.689,19.049,19.535,18.698,19.074,19.101,19.113,18.399,18.831,18.881,17.944,18.547,18.986,18.608,18.689,18.339,18.646,18.528,17.887,18.294,18.770,18.811,18.427,18.690,17.940,18.148,18.628,18.038,17.771,17.584,18.594,19.376,18.918,18.761,19.202,18.978,18.452,19.294,19.310,18.690,18.469,18.683,18.690,18.237,18.904,17.955,18.773,18.317,18.690,17.825,17.642,18.708,18.534,18.166,18.189,17.920,17.737,18.150,18.369,18.912,18.900,18.652,18.926,19.129,18.693,18.890,18.540,19.107,18.666,18.818,18.116,18.690,18.579,18.991,18.858,18.352,17.945,18.640,18.072,18.200,18.260,18.019,18.672,18.280,18.456,18.295,18.690,18.158,17.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(17:0/18:2)_CoE,20.434,20.291,20.200,19.614,19.930,20.268,19.685,19.695,20.248,19.834,19.552,20.049,19.456,19.493,20.146,19.680,20.032,19.444,19.984,19.816,20.064,19.324,20.052,19.967,19.403,19.063,19.151,19.853,19.750,19.529,19.883,20.473,19.780,19.821,20.475,20.636,19.889,19.712,20.302,20.139,19.521,20.118,19.644,20.147,20.172,20.172,19.776,19.989,19.567,19.960,19.336,19.300,20.116,20.058,19.418,19.796,19.210,19.572,19.201,19.115,19.903,19.650,20.377,20.225,20.215,20.236,19.851,19.649,19.760,20.408,20.349,20.046,20.074,19.628,19.689,19.272,19.496,19.831,19.364,19.283,19.147,19.996,19.436,19.657,19.096,19.712,19.056,19.865,19.902,20.258,20.795,20.043,20.444,20.362,20.174,20.239,19.714,19.445,20.377,19.673,19.386,20.433,20.163,19.408,19.395,19.894,19.350,19.924,19.529,19.731,19.788,19.552,19.224,20.008,19.723,19.766,19.184,19.732,19.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(17:1/18:1)_CoE,20.434,20.291,20.200,19.614,19.930,20.268,19.685,19.695,20.248,19.834,19.552,20.049,19.456,19.493,20.146,19.680,20.032,19.444,19.984,19.816,20.064,19.324,20.052,19.967,19.403,19.063,19.151,19.853,19.750,19.529,19.883,20.473,19.780,19.821,20.475,20.636,19.889,19.712,20.302,20.139,19.521,20.118,19.644,20.147,20.172,20.172,19.776,19.989,19.567,19.960,19.336,19.300,20.116,20.058,19.418,19.796,19.210,19.572,19.201,19.115,19.903,19.650,20.377,20.225,20.215,20.236,19.851,19.649,19.760,20.408,20.349,20.046,20.074,19.628,19.689,19.272,19.496,19.831,19.364,19.283,19.147,19.996,19.436,19.657,19.096,19.712,19.056,19.865,19.902,20.258,20.795,20.043,20.444,20.362,20.174,20.239,19.714,19.445,20.377,19.673,19.386,20.433,20.163,19.408,19.395,19.894,19.350,19.924,19.529,19.731,19.788,19.552,19.224,20.008,19.723,19.766,19.184,19.732,19.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(17:1/18:2),18.320,17.871,17.840,18.107,18.091,18.787,18.594,18.698,18.469,18.690,18.939,18.970,18.790,18.059,18.626,18.737,18.173,18.424,18.357,18.645,18.318,17.361,18.203,18.012,18.287,17.715,17.491,17.819,17.415,17.516,17.928,18.279,18.006,17.549,17.624,18.925,18.759,18.527,18.443,18.067,18.753,18.702,18.974,18.690,18.688,18.644,18.649,18.477,18.583,18.358,18.191,18.409,17.838,18.483,18.209,17.621,17.977,17.835,18.030,17.143,17.701,17.794,17.857,17.765,18.087,18.646,18.652,18.671,18.807,18.933,18.690,18.855,18.578,18.833,18.788,18.789,18.779,18.516,18.491,18.539,17.444,18.627,18.251,18.044,17.825,17.677,17.695,17.848,18.328,18.156,18.098,18.294,18.098,17.923,18.727,18.515,18.665,18.630,18.657,18.902,18.268,18.922,18.549,18.590,18.426,18.282,18.715,18.750,18.455,18.016,17.974,18.180,18.336,18.399,17.319,17.581,17.944,17.958,17.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(18:0/18:2)_CoE,20.916,21.231,21.138,21.629,20.545,20.891,20.359,21.057,20.710,20.514,21.474,20.831,20.382,20.276,20.955,21.140,20.798,20.334,20.875,20.362,20.664,19.929,20.759,20.952,21.638,21.065,19.926,20.302,20.551,19.979,20.973,21.209,21.787,20.834,21.045,20.561,20.971,20.398,21.146,20.781,20.182,20.699,21.501,20.553,20.824,20.663,20.683,20.840,20.525,20.989,20.997,21.218,20.698,20.531,20.212,20.881,21.081,20.159,20.195,19.775,20.597,21.784,21.329,20.866,21.079,20.976,20.430,21.256,21.387,21.057,20.474,20.891,20.786,20.557,21.151,20.794,21.238,20.992,20.975,20.741,20.003,20.651,20.741,20.886,20.465,20.080,19.983,20.391,20.263,21.180,21.200,20.933,21.112,21.587,20.557,21.312,20.684,21.303,20.852,20.866,20.286,20.583,21.096,21.011,21.332,21.008,20.649,20.824,20.381,20.939,20.940,20.425,21.455,20.633,20.517,20.436,21.376,20.667,20.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(18:0/22:4),16.250,16.117,16.032,16.587,16.196,16.296,16.038,16.808,16.059,15.929,16.592,15.817,16.099,16.123,16.133,16.550,16.025,16.153,16.075,16.150,15.632,15.804,15.753,15.989,16.527,16.237,15.391,15.598,15.645,15.472,15.910,16.193,16.595,16.082,15.752,15.940,16.535,16.044,16.430,16.068,15.895,15.994,16.601,15.971,16.233,16.493,15.620,15.962,15.956,16.133,16.705,16.691,16.247,16.235,16.094,15.555,16.195,15.698,15.796,15.607,15.872,16.438,16.254,16.139,15.886,16.165,15.981,16.854,16.996,16.206,15.895,16.299,16.158,16.031,15.707,16.156,16.793,16.016,16.618,15.846,16.001,16.251,16.514,16.257,16.187,15.927,15.837,15.897,16.326,16.121,16.126,16.024,16.192,16.261,16.163,16.216,15.912,16.666,16.004,16.424,15.969,15.816,16.231,16.475,16.469,15.945,15.750,16.113,15.775,15.882,16.037,15.803,16.358,16.097,15.474,15.241,16.011,15.710,15.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(18:1/18:1),24.601,24.977,24.707,24.457,24.260,24.394,23.899,24.508,24.537,24.119,24.336,24.909,23.809,23.705,24.806,24.173,24.460,23.677,24.508,23.949,24.619,23.492,24.743,24.468,24.232,23.824,23.426,24.115,24.147,23.679,24.160,24.470,24.656,24.197,24.919,24.822,24.230,24.047,24.755,24.499,23.771,24.470,24.304,24.599,24.656,24.190,24.642,24.400,23.699,24.583,24.200,24.295,24.537,24.190,23.550,24.389,24.131,23.645,23.482,23.390,24.256,24.472,24.914,24.458,25.149,24.791,24.005,24.469,24.641,24.831,24.498,24.357,24.620,24.085,24.782,23.763,24.144,24.453,23.988,23.836,23.380,24.113,24.002,24.270,23.706,24.199,23.317,24.457,23.962,24.729,24.756,24.244,24.537,25.181,24.269,24.739,24.148,24.349,24.670,24.110,23.801,24.662,24.665,24.154,24.176,24.589,23.613,24.015,23.695,24.265,24.425,23.825,24.022,24.185,24.188,24.112,24.037,24.094,23.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(18:1/18:1)_CoE,20.916,21.231,21.138,21.629,20.545,20.891,20.359,21.057,20.710,20.514,21.474,20.831,20.382,20.276,20.955,21.140,20.798,20.334,20.875,20.362,20.664,19.929,20.759,20.952,21.638,21.065,19.926,20.302,20.551,19.979,20.973,21.209,21.787,20.834,21.045,20.561,20.971,20.398,21.146,20.781,20.182,20.699,21.501,20.553,20.824,20.663,20.683,20.840,20.525,20.989,20.997,21.218,20.698,20.531,20.212,20.881,21.081,20.159,20.195,19.775,20.597,21.784,21.329,20.866,21.079,20.976,20.430,21.256,21.387,21.057,20.474,20.891,20.786,20.557,21.151,20.794,21.238,20.992,20.975,20.741,20.003,20.651,20.741,20.886,20.465,20.080,19.983,20.391,20.263,21.180,21.200,20.933,21.112,21.587,20.557,21.312,20.684,21.303,20.852,20.866,20.286,20.583,21.096,21.011,21.332,21.008,20.649,20.824,20.381,20.939,20.940,20.425,21.455,20.633,20.517,20.436,21.376,20.667,20.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(18:1/18:2),23.662,23.334,23.164,22.809,22.914,24.038,23.211,23.806,23.821,23.282,23.749,23.986,23.484,23.455,24.005,23.879,24.077,23.290,24.194,23.857,23.917,23.054,23.943,23.959,23.546,23.299,22.696,23.760,23.606,23.475,22.810,23.522,23.173,23.004,23.724,24.447,23.743,23.196,23.968,23.995,23.537,24.118,23.657,24.073,24.153,24.204,23.830,23.996,23.332,23.977,23.583,23.635,24.130,24.161,23.210,23.691,23.611,23.557,23.042,22.791,23.256,22.613,23.313,23.276,23.185,24.004,23.180,23.487,23.636,24.458,24.423,24.276,24.351,23.637,23.619,23.163,24.002,23.969,23.448,23.334,23.209,23.901,23.632,23.599,23.343,23.686,22.933,23.896,23.928,23.281,23.448,22.860,23.583,23.489,23.856,23.975,23.160,24.020,24.127,23.901,23.525,24.300,24.121,23.830,23.815,24.060,23.313,23.997,23.468,23.811,23.799,23.277,23.298,24.052,23.735,23.624,23.211,23.704,23.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(18:1/18:3),20.110,20.364,19.711,18.904,19.188,20.998,20.050,20.657,20.053,20.551,20.203,19.933,20.204,21.272,21.339,20.655,21.264,20.591,21.187,20.027,19.666,20.879,19.453,20.913,19.233,19.203,19.467,20.168,20.470,19.421,18.921,19.335,19.345,20.220,20.985,21.556,21.118,20.819,21.167,21.774,19.787,20.077,20.031,20.018,21.648,21.242,19.318,19.662,19.468,20.673,20.026,19.613,20.702,20.145,19.754,20.439,19.554,19.963,18.976,20.473,20.254,18.848,19.385,19.245,18.838,20.847,20.709,20.473,20.077,21.488,20.646,21.433,21.665,20.144,19.317,19.727,20.612,20.542,20.271,19.663,20.629,19.583,20.316,20.429,19.925,20.668,19.025,20.781,20.516,19.431,19.908,19.282,19.474,20.230,20.042,21.076,20.355,20.378,20.688,20.417,21.242,20.983,21.498,20.711,20.296,20.904,19.663,20.057,19.958,20.674,20.577,20.058,19.186,20.084,20.594,19.212,18.970,19.069,19.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(18:1/19:1),18.843,18.998,18.767,19.000,18.535,18.632,18.167,18.977,18.330,18.345,18.991,18.168,17.967,18.222,18.557,18.538,18.267,17.980,18.367,18.014,18.076,17.967,17.947,18.188,18.627,18.220,17.505,17.930,18.141,17.600,18.400,18.913,19.240,18.733,18.776,18.613,18.872,18.279,18.793,18.710,17.903,18.344,18.959,18.157,18.490,18.404,18.226,18.186,17.912,18.093,18.582,18.789,18.259,18.330,17.764,17.960,18.286,17.603,17.530,17.737,18.631,19.177,18.922,18.569,18.726,18.551,18.079,18.981,18.878,18.450,18.136,18.483,18.702,18.229,18.179,17.765,18.574,18.247,18.518,17.827,17.660,18.046,18.123,17.928,17.877,17.822,17.467,18.075,17.969,18.972,18.663,18.409,18.862,18.749,18.609,18.549,18.286,18.965,18.554,18.742,17.940,18.148,18.461,18.763,18.690,18.121,17.709,18.160,17.990,18.044,18.180,17.902,18.486,17.996,17.719,17.666,18.395,17.803,17.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(18:1/20:1),23.209,23.131,22.868,23.201,23.134,22.871,22.570,23.168,22.492,22.678,23.124,22.355,22.450,22.617,22.713,22.925,22.499,22.447,22.564,22.421,22.078,22.418,22.285,22.550,22.946,22.657,22.126,22.254,22.393,21.920,22.820,23.165,23.483,23.108,22.919,22.655,23.202,22.740,22.920,22.878,22.423,22.393,23.048,22.224,22.801,22.623,22.059,22.384,22.360,22.426,22.888,22.815,22.593,22.663,22.338,22.387,22.679,22.223,22.180,22.260,22.953,23.226,22.982,22.851,22.637,22.902,22.752,23.368,23.223,22.816,22.244,22.921,22.926,22.559,22.044,22.163,23.079,22.391,22.785,22.285,22.171,22.479,22.612,22.326,22.455,22.097,22.076,22.150,22.316,23.057,22.984,22.937,23.087,23.038,22.758,22.917,22.728,23.203,22.744,22.662,22.453,22.312,22.748,23.053,22.968,22.540,22.293,22.443,22.526,22.414,22.448,22.504,22.733,22.568,22.129,21.896,22.687,21.926,22.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC(18:1/20:4),19.519,19.280,19.240,18.874,18.903,19.309,18.796,19.299,19.259,18.820,18.822,19.225,18.726,19.130,19.400,19.206,19.277,18.857,19.445,19.371,19.434,19.112,19.411,19.523,19.023,18.824,18.531,19.192,19.226,18.887,18.678,19.248,18.995,19.089,19.498,19.653,19.252,18.895,19.169,19.416,18.685,19.144,18.988,19.260,19.445,19.460,18.934,19.124,18.451,19.172,18.911,19.110,19.459,19.410,18.794,19.143,18.887,18.990,18.569,18.886,19.154,18.605,19.309,19.203,19.076,19.519,18.954,19.075,19.307,19.412,19.490,19.485,19.473,18.876,18.742,18.561,19.432,19.172,18.871,18.596,18.932,19.526,19.139,19.019,18.794,19.278,18.590,19.471,19.243,19.095,19.314,18.766,19.293,19.168,19.328,19.403,18.847,18.994,19.320,18.893,18.896,19.429,19.346,18.892,18.948,18.983,18.518,19.206,18.589,19.174,19.283,18.798,18.755,19.469,18.942,19.008,18.723,18.972,18.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
