LIPIDS,Mock_0hr_M_1_001,Mock_0hr_M_2_087,Mock_0hr_M_3_045,Mock_0hr_M_4_101,Mock_0hr_M_5_109,Mock_3hr_M_1_035,Mock_3hr_M_2_003,Mock_3hr_M_3_074,Mock_3hr_M_4_013,Mock_3hr_M_5_100,Mock_7hr_M_1_018,Mock_7hr_M_2_038,Mock_7hr_M_3_086,Mock_7hr_M_4_119,Mock_7hr_M_5_076,Mock_12hr_M_1_110,Mock_12hr_M_2_002,Mock_12hr_M_3_075,Mock_12hr_M_4_054,Mock_12hr_M_5_090,Mock_18hr_M_1_082,Mock_18hr_M_2_037,Mock_18hr_M_3_043,Mock_18hr_M_4_115,Mock_18hr_M_5_007,Mock_24hr_M_1_069,Mock_24hr_M_2_081,Mock_24hr_M_3_060,Mock_24hr_M_4_004,Mock_24hr_M_5_111,FM_0hr_M_1_099,FM_0hr_M_2_073,FM_0hr_M_3_011,FM_0hr_M_4_027,FM_0hr_M_5_051,FM_3hr_M_1_107,FM_3hr_M_2_044,FM_3hr_M_3_080,FM_3hr_M_4_012,FM_3hr_M_5_049,FM_7hr_M_1_046,FM_7hr_M_2_070,FM_7hr_M_3_010,FM_7hr_M_4_088,FM_7hr_M_5_097,FM_12hr_M_1_031,FM_12hr_M_2_094,FM_12hr_M_3_068,FM_12hr_M_4_117,FM_12hr_M_5_028,FM_18hr_M_1_103,FM_18hr_M_2_093,FM_18hr_M_3_056,FM_18hr_M_4_019,FM_18hr_M_5_084,FM_24hr_M_1_114,FM_24hr_M_2_030,FM_24hr_M_3_091,FM_24hr_M_4_067,FM_24hr_M_5_041,AH1_0hr_M_1_089,AH1_0hr_M_2_039,AH1_0hr_M_3_098,AH1_0hr_M_4_006,AH1_0hr_M_5_014,AH1_3hr_M_1_022,AH1_3hr_M_2_059,AH1_3hr_M_3_083,AH1_3hr_M_4_106,AH1_3hr_M_5_116,AH1_7hr_M_1_020,AH1_7hr_M_2_061,AH1_7hr_M_3_120,AH1_7hr_M_4_047,AH1_7hr_M_5_050,AH1_12hr_M_1_029,AH1_12hr_M_2_036,AH1_12hr_M_3_085,AH1_12hr_M_4_108,AH1_12hr_M_5_066,AH1_18hr_M_1_025,AH1_18hr_M_2_077,AH1_18hr_M_3_113,AH1_18hr_M_4_040,AH1_18hr_M_5_064,AH1_24hr_M_1_017,AH1_24hr_M_2_092,AH1_24hr_M_3_063,AH1_24hr_M_4_112,AH1_24hr_M_5_057,691_0hr_M_1_062,691_0hr_M_2_015,691_0hr_M_3_095,691_0hr_M_4_032,691_0hr_M_5_058,691_3hr_M_1_023,691_3hr_M_2_021,691_3hr_M_3_118,691_3hr_M_4_034,691_3hr_M_5_065,691_7hr_M_1_016,691_7hr_M_2_055,691_7hr_M_3_078,691_7hr_M_4_026,691_7hr_M_5_102,691_12hr_M_1_052,691_12hr_M_2_008,691_12hr_M_3_005,691_12hr_M_4_072,691_12hr_M_5_105,691_18hr_M_1_042,691_18hr_M_2_096,691_18hr_M_3_053,691_18hr_M_4_009,691_18hr_M_5_079,691_24hr_M_1_104,691_24hr_M_2_071,691_24hr_M_3_033,691_24hr_M_4_024,691_24hr_M_5_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(16:0/20:4),19.08410147,19.06265379,18.74248631,19.05300142,18.80796446,19.00857316,18.83617421,19.16010983,18.81232008,18.85110942,18.7038215,18.79844747,18.94502082,18.68614158,19.06429892,18.41737989,18.85718622,18.69809383,18.91650094,18.79989051,18.87223844,18.97785571,18.74153826,18.93354452,18.85779009,18.7251378,18.78446363,18.65751245,18.6575351,18.79448728,18.98405079,19.22669292,19.14884423,18.88099668,19.12421775,18.7547538,18.94786033,18.86828623,18.95050251,18.64088782,18.90844977,18.87906765,18.90347751,18.85452295,18.91973759,18.73796554,18.75395802,18.6979213,19.14697992,18.83273814,18.80068811,18.86924358,18.90955294,19.01342326,18.94816505,18.73843258,19.02587703,18.88166811,18.90076844,18.89069662,19.001221,19.01299912,19.05630541,18.9495633,18.86023406,18.93216864,18.82066493,19.13142329,19.24688213,19.12730988,18.99546261,18.80136433,19.02696688,19.14679363,18.98137838,18.6135919,18.61733629,19.02877831,18.72224628,18.94036641,18.91664301,18.87397328,19.04020354,18.89706585,18.87214939,18.83031797,19.03147025,18.801967,18.99391608,18.87037441,19.04502472,19.12569257,19.00272372,19.37801417,19.22606198,19.01649711,18.97074573,18.93442092,19.19850228,18.71416186,18.91656362,18.92751932,18.62885889,18.40850108,18.94849876,18.91246506,18.99262459,18.63958625,19.11997425,18.78730154,18.90250668,18.78073429,19.07252567,18.98820056,18.73278178,18.76602696,18.691719,19.15518144,18.68607416,19.04904488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(16:0/20:5),12.62158104,13.101269,12.74644315,13.43130924,12.61021316,12.43759066,12.47270055,12.73411661,12.18607126,12.51474887,12.74731052,12.59834537,12.69410668,12.75801257,12.78763087,12.93506368,12.91832696,13.06227084,12.91070501,12.82663504,12.81651132,13.39277812,12.6128771,13.21250222,13.24553795,13.0361143,12.99404954,12.66882703,12.81968812,13.13621905,12.93230898,12.83806272,13.2346222,12.58119085,13.1787583,12.61732139,12.44262336,12.5728357,12.59479023,12.9785816,12.71639471,12.63318362,12.62992386,12.88896387,12.90413715,12.51925967,12.51341365,12.67486703,12.53294614,12.92207175,13.00658907,12.97326218,13.08080442,12.88058892,12.8941869,13.21950605,13.39284959,13.16361085,13.02001566,13.31868486,12.66494325,12.56772697,12.93247559,12.96798939,12.50807122,12.6133262,12.23188574,12.63717126,12.44514883,12.64800832,13.12837764,12.62940648,13.00420346,13.22756601,12.96070159,12.29616945,12.45344432,12.91346184,12.66405052,12.61512471,12.88851476,13.07350418,12.66655309,12.84514413,12.49797038,13.08938084,13.25165299,12.92482687,13.188796,12.70009867,12.98770572,12.94181602,12.88387036,12.57983824,12.92649486,12.49559892,12.49105878,12.43739298,12.85561794,12.40457437,12.96018942,12.80277017,12.5426738,12.72436197,13.07947754,12.83926951,12.79827524,12.37419762,12.61293048,12.74671742,12.8236604,13.17612755,13.17936792,13.50390649,12.84186961,13.02791833,12.77551495,13.31185015,12.76372953,13.22728642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(16:0/22:6)_CoE,14.95944756,15.26956973,15.00582789,15.41109437,14.71954946,14.93678385,15.02239566,15.22324595,14.67909097,14.83653926,14.62425731,14.74918656,14.94465959,14.83399554,14.75503208,14.74399427,14.92675472,14.63446885,14.83114624,14.80332067,14.62162119,15.0984459,14.58154358,14.84161926,15.26765704,14.73767816,14.99856593,14.48153553,14.83980721,14.99224518,15.10450491,15.15907043,15.63522998,14.8416849,15.12610604,14.75494063,14.93477908,15.02209641,15.41176524,15.19639146,14.75687384,14.76449439,14.84063068,15.09165553,14.99130907,14.5898737,14.39467964,14.63158031,15.04631819,14.87558863,14.66253363,14.96496631,14.56107278,14.817475,14.91200854,14.49794323,14.91368572,14.79638897,14.3945295,14.75012868,15.09417349,14.88752231,15.15333601,15.12248282,14.8167465,15.04813628,14.83678808,14.88300489,14.99957813,15.13632374,15.01896206,14.75781271,14.90340353,15.00782764,14.90812307,14.32252118,14.39961376,15.17247955,14.66943737,14.79427225,14.47567821,14.91315949,14.67455518,14.45200799,14.42711897,14.65601599,14.85893887,14.7112274,14.72916639,14.59864073,15.20380072,15.17026198,15.15895575,15.14364894,15.37258905,15.03589268,14.96901991,15.05913732,15.39471551,14.84164655,14.97164815,14.64608003,14.63605506,14.68031607,14.6684929,14.83858131,14.890706,14.49797226,14.97215719,14.63772344,14.47374742,14.61913805,14.91193623,15.06602813,14.89315569,14.58750217,14.42564532,14.83340987,14.35238052,14.70562748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(16:1/16:1)_CoE,12.47124213,12.80655952,12.29354521,13.31825638,12.37574331,12.5266026,12.44228383,12.21022999,12.54257255,12.23729545,12.53457213,12.67280924,12.62342652,12.61297655,12.4755032,13.23678999,12.76006295,13.10253245,12.67020318,13.1750646,13.47813267,13.87768892,13.37255416,13.08425989,14.10206659,13.85178496,13.75138139,13.74479189,13.63084829,13.88534244,12.61259424,13.0720591,13.15688299,12.65089547,12.53388429,12.25444218,12.60948585,12.27271488,12.32220561,12.67328478,12.6424126,12.55123323,13.42932376,12.82532995,12.48149508,13.02564365,12.88694928,12.90438774,12.85470551,12.96046288,13.16838242,12.81378835,12.71616956,12.60016977,13.08517169,12.33472417,12.51325487,12.72095561,12.83744134,12.81053031,12.75460866,12.41834134,12.21234915,12.53582619,12.30126807,12.01601876,12.31052065,12.68182461,12.6488579,12.578326,12.47591216,12.57600627,12.92118967,12.51634927,12.66651615,12.50738823,12.844659,12.93565128,12.48196032,13.19360313,12.55619353,12.77630051,12.28322865,12.72369281,12.08896386,12.44001809,12.12557223,12.15692226,12.06652506,12.11238273,13.04023276,13.11235109,12.84478915,12.61781578,12.66836926,12.72133707,12.21650702,12.50998071,12.92795545,12.35831733,13.09791266,13.05982889,12.93961245,12.43187334,13.30043422,13.21093428,13.60532304,12.68782212,12.93296127,13.30411532,12.55691082,12.79971393,13.09996588,13.45324109,13.04045703,12.26224345,12.45836101,12.46918373,12.52695178,12.62638934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(16:1/18:1)_CoE,17.25448696,17.35231488,17.08123935,17.53546583,17.070218,17.51093389,17.1863626,17.43022458,17.30833815,17.28313673,17.48113947,17.74074359,17.66773515,17.56241658,17.73541643,18.03576469,17.77599149,17.861538,17.93719048,17.94539902,18.12058068,18.17372934,18.0020064,18.2558097,18.15384509,18.29888524,18.26722697,18.27193956,17.85725041,18.2966,17.23736977,17.59650698,17.51387653,17.23739451,17.35257924,17.27391193,17.59637698,17.4002734,17.28287609,17.55240021,17.73464838,17.62341513,17.6533182,17.6823709,17.69827445,17.9258398,17.80150105,17.6995583,17.79805344,17.8470414,18.07092203,17.81580892,17.98258094,18.00597106,18.03341425,17.76778536,17.92508732,18.03365224,17.89898696,17.99095189,17.36652964,17.43688863,17.22324659,17.26476121,17.13380385,17.33678332,17.30245649,17.61540707,17.69156694,17.46056168,17.58462935,17.72820042,17.96596763,17.51799679,17.8671378,17.67340192,17.67245877,17.88018486,17.76771131,18.02590239,17.91926529,18.03163828,17.8757413,18.09413521,17.34431925,17.93637883,18.40213823,17.90344868,17.97445683,18.05612341,17.61279981,17.60526363,17.34779302,17.61407814,17.42527454,17.52452426,17.51685562,17.50035077,17.85996701,17.34167527,17.92849758,17.6846088,17.54127547,17.8199629,18.13016115,18.03593086,17.99121215,17.75146231,17.95488414,17.9728163,18.14459407,18.08210764,18.15845848,18.10588116,18.14175883,17.98508243,17.80397211,17.97669679,17.83151487,18.11375547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(16:1/18:2)_CoE,11.92579551,12.24884106,11.68843093,12.64073395,11.8243891,11.90142561,11.8986366,12.02751654,11.88618781,11.92648397,11.78153284,11.99450157,11.99612523,11.97180653,11.83274525,11.76013652,12.12833136,12.14283538,11.82130872,12.00213407,12.20436034,12.26997933,12.07431689,11.93764781,12.50575952,12.39042723,12.43269158,12.19072296,12.08558969,12.53955429,12.01487917,12.21655476,12.36316907,11.82919975,12.16325626,12.47622438,11.98993167,11.96770028,11.82167417,12.44845306,12.12183629,11.94276021,11.76847342,12.23285062,11.85994992,12.03124999,11.72560429,12.02373618,12.02716367,11.80093137,12.06234471,12.2053652,12.16978664,12.09863689,12.19492653,11.87579535,12.07321234,12.18676892,12.18723491,12.24509063,12.25549199,11.90136702,11.92941825,12.15134733,11.9286096,11.64905498,11.79487263,12.03893621,11.91444548,11.94137017,11.81306628,11.77367791,12.19543868,12.13415955,12.40854285,11.69208421,11.77728199,12.11352194,11.71089468,12.0217156,12.03068367,12.11291514,11.58974673,12.04479218,11.62169802,12.24097412,12.25050896,12.15354913,12.01373926,12.04514432,12.1452127,12.22263063,12.13141368,12.15698544,12.07520686,12.06838626,11.67561806,12.13708389,12.40536648,11.87867455,12.18067814,12.2606801,11.96962699,11.70212276,12.48954145,12.17083775,11.78815317,11.87090933,12.15091179,12.00120241,11.97289345,12.02946365,12.19828749,12.54010976,12.12008648,11.97753129,12.0253339,12.16684513,12.0182255,12.21235536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(17:0/18:1)_CoE,14.54573877,14.61470699,14.36228045,15.23208061,14.52492337,16.33661159,15.53539466,14.05747613,15.02457648,14.55908784,14.19857396,15.40893209,15.05192234,15.15936943,14.21815496,14.01926653,13.99594506,14.82708092,14.28527495,16.33229057,15.19656286,15.78109047,15.12195815,14.2768644,14.97045177,16.66168378,15.12786945,15.15894595,14.0076155,13.80221602,14.62995853,16.1312885,15.80673817,14.63463603,14.48116437,15.41426129,17.01279239,15.06445458,14.02309471,14.80003201,14.34422443,15.06532036,14.15712682,16.5062624,14.21289667,15.73667498,14.21805418,14.39197513,14.03697984,14.63981628,16.24506947,17.0768562,14.04943013,14.2000602,14.70573695,13.87835817,13.67380887,13.8526984,14.59341801,15.46867862,15.18027322,14.93618081,14.455983,16.46301801,15.16007659,14.40449233,15.57548702,17.0221626,15.67742276,14.28009107,14.84578424,16.12823794,17.08027584,14.27401444,14.66332218,13.94199987,14.11075962,14.12450296,13.96545514,15.96811722,14.02239871,14.86853883,14.30470788,16.09794901,13.82369032,16.7250022,14.36492894,14.78592595,14.46421767,15.41307392,16.43034367,16.28790345,15.1537519,15.07489085,14.63548938,16.5503366,14.57246383,15.39794896,17.39752907,16.16864079,16.42052019,14.8500706,15.78728292,14.10269095,16.33726295,16.63759339,14.06639729,14.35745857,14.37678089,14.49461952,13.99466784,14.1617107,14.88250517,15.00714349,13.8261534,13.65752814,15.58916549,13.99496349,15.35077583,14.34560266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(17:0/20:4),15.00622524,15.23452232,14.85222262,15.20886014,14.66828022,14.98271457,14.71627237,14.8033926,14.91231619,14.67735939,14.95614517,14.80487386,14.88833448,14.72522508,14.89885822,14.59325882,14.65623717,14.44500882,14.77623287,14.75908445,14.40129794,14.5094023,14.25876295,14.55226704,14.56587196,14.30611057,14.27015126,14.1751205,14.06075633,14.54053721,14.67056131,15.30261292,14.9697349,14.67117028,15.09906083,14.7791479,15.00985611,14.73226651,14.76550162,14.99769786,14.72875387,14.77254879,14.67878034,14.75499823,14.97912934,14.70817697,14.71146976,14.66030559,14.54971833,14.96194393,14.55881721,15.08777482,14.59985752,14.66316571,14.54023139,14.46057559,14.26613334,14.6155112,14.44941289,14.42574603,14.83338898,15.05556316,15.02089745,15.02872421,14.63879674,14.98559014,14.83283217,15.03278659,15.19975668,14.88722231,14.92730654,14.85051262,15.08265138,15.01630187,15.02661385,14.64802873,14.65182305,14.86795233,14.73557722,14.81475858,14.78276247,14.40360132,14.76253341,14.65788568,14.42209777,14.51592715,14.78527015,14.21854908,14.77999096,14.50103742,15.10713271,15.0538955,14.84963992,14.97814834,15.05001163,14.77808178,14.86380449,15.07575765,15.35818973,14.77699248,14.97816966,14.72298957,14.65409779,14.93569463,14.82376953,14.75089972,14.86260426,14.56067676,14.94900383,14.69460155,14.48910537,14.45212783,14.81325725,14.77099952,14.69732426,14.53666541,14.37033393,14.70478735,14.38507143,14.47558845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(17:1/18:1),14.82197743,15.17460951,14.47915365,15.19713573,14.55478091,14.63304948,14.44886952,14.77000562,14.4195342,14.35679462,14.45874268,14.29964812,14.40879231,14.42033964,14.49012899,14.56867538,14.38696257,14.49304458,14.35107217,14.53164004,14.47463882,14.71829353,14.40034695,14.59288268,14.79402907,14.62995466,14.81958676,14.58448175,14.68420678,14.77931,14.63687906,14.92349253,14.97349673,14.68976799,14.71886303,14.4495465,14.72817197,14.48704113,14.39788308,14.44489356,14.56394095,14.51719896,14.34665721,14.37305715,14.38111009,14.39806416,14.13849397,14.43152112,14.34654088,14.44045137,14.50042474,14.72557544,14.2206748,14.49395934,14.44852889,14.12162494,14.25666108,14.59377002,14.26566654,14.3779036,14.75165619,14.8302715,14.45370024,14.71248081,14.47803881,14.29977256,14.26866911,14.69152522,14.65031404,14.61592152,14.35112499,14.28540073,14.51685482,14.49016435,14.60823449,14.15753901,14.29218118,14.48674771,14.19432473,14.50734284,14.25398406,14.36206428,14.13800809,14.31615277,14.08219073,14.10064894,14.2433676,14.08159903,14.40393355,14.07381416,14.96063505,14.99715713,15.07601624,14.76901918,15.00274659,14.54707943,14.59045504,14.70440115,15.04911273,14.25203602,14.54636635,14.48648812,14.13954785,14.38963004,14.63256896,14.50033394,14.52585212,14.33911129,14.59254552,14.39368427,14.25161347,14.35105911,14.64267639,14.6415579,14.62982888,14.14872559,14.08838009,14.38493129,14.29345144,14.31030099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(17:1/20:4),11.7931928,11.81202536,11.50146388,12.16348564,11.4830088,11.26133958,11.4596591,11.70657917,11.49395977,11.87033577,11.49222915,11.40093408,11.71509381,11.29615193,11.70351303,11.73112754,11.46901816,11.70767294,11.53822531,11.4107402,11.24460276,11.89538987,11.42174052,11.47496594,11.95226903,11.38279206,11.44756418,11.25701908,11.4070748,11.64438003,11.64863996,11.86087361,12.41300076,11.50793895,11.69927722,11.45190995,11.61603981,11.69776244,11.44051897,11.88874205,11.19660736,11.20158153,11.23605326,11.58470202,11.40938222,11.29652274,11.20559028,11.52190429,11.63065902,11.44576584,11.57970625,11.88268378,11.57164356,11.49523355,11.72829704,11.22234311,11.5498115,11.61565725,11.54978262,11.71390004,11.92576132,11.54754325,11.46991606,11.6061672,11.37079913,11.56085081,11.53661842,11.87449351,11.82225682,11.69423384,11.5024394,11.59557884,11.73227945,11.75050194,11.74178918,10.74109315,11.36367238,11.73820921,11.10982108,11.46323559,11.45119945,11.83443707,11.23122108,11.45589958,11.07409798,11.17044106,11.52008206,11.0739277,11.39180691,11.15236351,11.91945967,11.99103104,11.7547661,11.67958378,11.9666521,11.71536048,11.61362857,11.57540613,12.13355189,11.65567186,11.6443823,11.57944875,11.16369012,11.40454739,11.72769698,11.63316312,11.59226327,11.45116064,11.69049848,11.53438331,11.34196921,11.41719244,11.57231143,11.97510462,11.6657244,11.58843819,11.41394339,11.44419339,11.29826217,11.5148126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/0:0),14.40291536,14.93789712,15.23882042,17.3609118,15.08933275,17.55753617,15.84769015,16.52762257,15.32293271,16.13802326,14.18232433,14.772376,16.08082371,15.20296186,15.206471,15.77735197,15.34261075,15.5401952,15.95815298,15.40326498,15.32198721,16.07056755,15.79709463,16.19703741,16.66915604,16.73102112,16.41566951,16.30432035,16.41446806,16.34980099,16.28647139,16.51030885,17.24126152,15.74499521,16.69053961,15.554011,16.36223436,16.28110573,16.39651173,16.62089694,16.53129063,15.68561648,16.38413163,16.41679246,16.42279741,16.1936519,15.73122037,15.22991442,15.99562582,15.76796595,16.44963302,16.4494542,16.88185268,15.65000032,16.3427129,16.15547801,16.45519938,15.94216854,15.74319101,15.86704637,15.74843101,15.40828005,17.32599915,15.73346937,15.77892712,16.90866546,15.60723384,16.76581047,16.71532771,15.73559748,14.93273819,14.99615937,15.49785223,15.99609836,15.56706677,15.59237021,15.29803255,15.80630807,15.66801606,15.85324925,16.01847634,15.44813115,15.34929422,16.30293043,16.2431644,16.58232381,15.64126508,16.18473479,15.98967721,16.51046207,16.59150264,16.71165221,16.21499955,16.63901686,16.79975715,16.77715672,15.96415561,16.03844385,16.99214844,16.06420857,16.07977603,15.40512198,15.50536419,15.92511007,16.2431644,16.57735982,16.1945333,15.58921618,16.11401613,15.70019415,15.78001976,15.85396331,16.01395023,16.80869147,15.67864117,15.32993493,15.42708222,15.65857955,15.1283773,15.77021792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/18:1)_CoE,20.22707203,20.03300941,20.08829824,19.75695895,19.90100291,19.77648565,19.73767412,19.53512756,19.85955242,19.62577488,19.52620077,19.68594764,19.53051955,19.55126946,19.8043331,19.48849738,19.62175953,19.67484025,19.71524269,19.56722914,19.69521047,19.80643546,19.72137139,19.78391416,19.72757149,19.57776706,19.82034178,19.89047135,19.17704899,19.66497463,19.85149208,20.19916438,19.91655698,20.15342747,20.07852461,19.91784545,19.78698497,19.73078448,19.69970794,19.60499499,19.70418019,19.74315363,19.69195169,19.66081556,19.5588458,19.79980857,19.67350571,19.62339377,19.88749219,19.83946394,19.5124161,19.73087277,19.71507003,19.84942632,19.50134284,19.92325153,19.40091657,19.39064458,19.68378026,19.63771289,19.90647143,20.27199197,19.7527668,19.86996258,19.67931197,19.92485608,19.6940611,19.83222658,20.21428587,19.64312162,19.53695709,19.48313898,19.69876818,19.38372351,19.91973302,19.75508877,19.58930238,19.64329072,19.65929941,19.81530825,19.56635426,19.566437,20.15396749,19.47109647,19.59343129,19.33320828,19.54046923,19.53889335,19.50907099,19.35609235,20.16863802,20.04741839,20.10550511,20.54186855,20.28043384,19.81717712,20.14693689,19.85135844,20.00903582,19.70342074,19.69499116,19.75057379,19.42655617,19.8289518,19.60610527,19.60414911,19.77185907,19.63609181,19.93326733,19.62897826,19.80253758,19.74839858,19.58492729,19.51101622,19.50315916,19.46019174,19.49613883,19.68917615,19.5107314,19.67506578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/18:2)_A,19.89170154,19.81088855,19.2819539,19.53819666,19.37496559,19.63180689,19.70387007,19.4813758,19.55535435,19.41901578,19.61434851,19.5355597,19.41370978,19.63075029,19.46484641,19.45904469,19.40851963,19.54794422,19.74702767,19.68121767,19.72507488,19.97761671,19.62442726,19.6122662,19.64788876,19.90043328,19.83384026,20.01269455,19.44084256,19.94644409,19.66790137,20.16613811,19.79788487,19.86613125,19.81708916,19.5794467,19.91515016,19.60554881,19.48295657,19.75577442,19.54837933,19.65916778,19.52898282,19.74696719,19.41366276,19.6690345,19.44416901,19.66435253,19.56869244,19.50962752,19.5579302,19.90465646,19.30104567,19.65904905,19.69875646,19.24696439,19.51712932,19.53357668,19.62408235,19.6563644,19.68285047,19.8025906,19.66006803,19.84073294,19.42253417,19.3822719,19.58207331,19.84714713,19.92404787,19.65337861,19.53609111,19.53068435,19.70034208,19.57100394,19.64711732,19.27760714,19.54682336,19.58315324,19.34801066,19.64442727,19.59217029,19.45586831,19.5954373,19.5973507,19.11365149,19.60638634,19.57974238,19.39255118,19.38418079,19.43497791,20.11259808,20.03958909,20.05430474,19.97958965,19.66005733,19.86112557,20.00283144,19.81551296,20.1537875,19.61073866,19.70749493,19.59602333,19.42215369,19.2925299,19.73619843,19.71122276,19.38778931,19.50808341,19.71439931,19.38084047,19.458316,19.38118789,19.70003106,19.51147918,19.61699944,19.26251024,19.50777646,19.47171717,19.54787554,19.49598307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI(18:0/18:2)_B_CoE,17.98084197,18.70910888,17.79888272,18.36904599,18.38785779,19.7055062,19.85740015,18.89899075,18.81919475,18.82225056,18.34220455,19.57651991,19.42947149,19.62547891,18.05804831,18.68202939,18.54766013,19.14846719,18.46792534,20.3408708,19.30834682,20.30476857,19.14429223,18.3311939,18.56412179,20.4980788,19.93046331,18.98945922,19.02186739,19.46690261,18.70196668,19.62359975,19.6074137,18.47737668,18.29896475,19.23581083,20.59559246,19.45785582,18.46828771,19.30904367,18.81646757,18.97295843,18.45889054,20.29665635,18.40977009,19.35496357,18.14597457,17.94941885,17.82443621,18.7580651,20.14559584,20.64037071,18.58081541,18.14129105,19.34304694,17.9501388,19.00083597,18.83873633,19.25442679,20.04756605,19.13682982,18.01320833,18.14389533,20.11889385,18.88615532,18.52017663,19.70879604,20.5977583,19.21617775,19.13462595,18.74807034,20.27307088,20.73274691,19.10401021,19.03997216,18.22480109,18.26327432,18.85695219,17.93516817,19.45525453,18.43885725,19.36230443,17.86147846,20.02151121,17.85974032,20.74370246,19.19005258,19.64050716,19.04534076,19.51631714,19.76286004,19.62090027,19.01739715,18.09111778,18.43763958,20.31962222,18.38503747,19.13950352,20.85978314,20.09379311,20.15917124,19.4400146,19.75638772,18.18867842,20.10885362,20.39796481,18.33572654,18.47480184,18.14934321,19.06642139,18.1072979,18.29161269,19.50334099,18.56140903,19.00901609,18.21287767,19.79295693,18.54790641,19.45984718,18.89158046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
